Gene_A,Gene_B
MAPK3,JUN
MAPK1,JUN
JUN,MAPK8
JUN,MAPK9
JUN,DUSP1
JUN,NKD1
JUN,PTEN
JUN,ACTA1
CDKN1B,JUN
JUN,CCNA2
JUN,CHRNE
CSF2,JUN
JUN,TRIP6
JUN,MGP
JUN,TGFB1
RB1,JUN
ETS1,JUN
JUN,COL24A1
JUN,MMP9
JUN,MMP2
JUN,MMP1
JUN,RNF187
JUN,IL10
JUN,BCL2L1
JUN,LIF
JUN,HSF2
JUN,LBP
EP300,JUN
EDN1,JUN
MYC,JUN
JUN,DMTF1
GATA2,JUN
JUN,CSNK2A1
CCND1,JUN
JUN,HBG2
JUN,GSK3B
NR3C1,JUN
JUN,CRTC1
TCF7L2,JUN
ESR1,JUN
JUN,ARG1
JUN,KRT17
HES1,JUN
JUN,FOSB
JUN,FABP4
JUN,STAT4
JUN,FOSL1
JUN,FOSL2
JUN,CD8A
JUN,ACHE
JUN,CD8B
JUN,TRAC
JUN,NTS
JUN,SELE
JUN,MT2A
JUN,CTNNB1
JUN,CD247
JUN,DVL3
JUN,TH
TERT,JUN
JUN,KLRC3
JUN,CYR61
JUN,PLAU
JUN,IGHE
JUN,NOTCH1
HLA-A,PIK3CA
HLA-A,GRAP2
HLA-A,FYN
HLA-A,ZAP70
HLA-A,CD3D
HLA-A,CD3E
HLA-A,CD3G
HLA-A,PTPN6
HLA-A,CD28
HLA-A,IL2RA
HLA-A,IL2RB
HLA-A,IL2RG
HLA-A,TRBC1
HLA-A,EOMES
HLA-A,PRKCQ
HLA-A,SHC1
HLA-A,IL2
HLA-A,PRF1
HLA-A,CD247
HLA-A,CD80
HLA-A,CD86
HLA-A,PAG1
HLA-A,CSK
HLA-A,CD8A
HLA-A,LCP2
HLA-A,CD8B
HLA-A,TRAC
HLA-A,VAV1
HLA-A,CBL
HLA-A,LAT
HLA-A,LCK
PRKCQ,AGT
PRKCQ,PIK3CA
PRKCQ,GRAP2
PRKCQ,SPHK1
PRKCQ,BTK
PRKCQ,PDGFRB
PRKCQ,RASGRP1
PRKCQ,FYN
PRKCQ,ZAP70
PRKCQ,PAPOLA
CALM2,PRKCQ
CALM3,PRKCQ
CALM1,PRKCQ
PRKCQ,CD3D
PRKCQ,CD3E
PRKCQ,CD3G
PRKCQ,CD79B
PRKCQ,BCR
PRKCQ,CD79A
SRC,PRKCQ
PRKCQ,PTP4A3
PRKCQ,BLNK
PRKCQ,CD28
PRKCQ,GRB2
PRKCQ,GNA14
PRKCQ,GNA15
PRKCQ,GNA11
CAMK2A,PRKCQ
PRKCQ,CHUK
PRKCQ,CSNK1A1
PRKCQ,PLCG2
PRKCQ,PLCG1
PRKCQ,SLC24A2
PRKCQ,SLC24A1
PRKCQ,PPP3CB
PRKCQ,IKBKB
PRKCQ,IKBKG
PRKCQ,HLA-DRB1
PRKCQ,NFATC2
PRKCQ,NFATC3
PRKCQ,GAD1
PRKCQ,TRBC1
PRKCQ,SMPD1
PRKCQ,PTK2
PRKCQ,CRK
PRKCQ,PRKCA
PRKCQ,PRKCB
PRKCQ,PRKCD
PRKCQ,PRKCG
PRKCQ,LAT2
PRKCQ,EGF
PRKCQ,FGR
EDN1,PRKCQ
PRKCQ,LYN
FASLG,PRKCQ
PRKCQ,INPP5D
PRKCQ,SYK
PRKCQ,PTK2B
FKBP1A,PRKCQ
PRKCQ,LAT
PRKCQ,RASGRP2
PRKCQ,EDNRB
PRKCQ,CABIN1
PRKCQ,SLC9A3
PRKCQ,PLCB1
PRKCQ,PLCB2
PRKCQ,PLCB3
PRKCQ,NPHS2
PRKCQ,BLK
PRKCQ,NPHS1
PRKCQ,HCK
PRKCQ,BCAR1
PRKCQ,VAV1
PRKCQ,CBL
PRKCQ,FLNA
PRKCQ,LCK
CD4,PRKCQ
PRKCQ,CD80
PRKCQ,CD86
MAPK3,PRKCQ
MAPK1,PRKCQ
PRKCQ,ICAM1
PRKCQ,MAPK8
PRKCQ,HRAS
PRKCQ,PLPP1
PRKCQ,VCAM1
PRKCQ,CD8A
PRKCQ,CD8B
PRKCQ,GNAQ
PRKCQ,ITK
PRKCQ,TRAC
PRKCQ,PRRT2
PRKCQ,TBXA2R
PRKCQ,KIRREL
EGFR,PRKCQ
PRKCQ,CD247
PRKCQ,SGMS1
PRKCQ,EDNRA
PRKCQ,YES1
PRKCQ,HLA-DRA
PRKCQ,PDGFB
PRKCQ,NOS3
TNF,PRKCQ
PRKCQ,STK39
PRKCQ,LCP2
PRKCQ,PLA2G4A
PRKCQ,SELE
PRKCQ,PDPK1
BCL6,PRKCQ
CD247,AGT
CD247,PIK3CA
CD247,GRAP2
CD247,SPHK1
CD247,SH3BP2
CD247,FYB
CD247,FYN
CD247,ZAP70
CALM2,CD247
CALM3,CD247
CALM1,CD247
CD247,PTPN11
CD247,CD3D
CD247,CD3E
CD247,CD3G
CD247,GNAO1
CD247,PTPN6
SRC,CD247
CD247,PTP4A3
CD247,RGS1
CD247,CD28
CD247,SLA2
CD247,IFNG
CAMK2A,CD247
CD247,DBNL
CD247,CSNK1A1
CD247,IL2RA
CD247,IL2RB
CD247,IL2RG
CD247,SLC24A2
CD247,SLC24A1
CD247,PPP3CB
CD247,HLA-DRB1
CD247,NFATC2
CD247,NFATC3
CD247,TRBC1
CD247,PTK2
CD247,CRK
CD247,EOMES
CD247,PRKCA
CD247,PRKCB
CD247,PRKCD
CD247,PRKCG
CD247,SHC1
FKBP1A,CD247
FOS,CD247
CD247,GNAZ
CD247,IL2
FASLG,CD247
CD247,PRF1
CD247,VAV1
MAPK3,CD247
MAPK1,CD247
CD247,RASGRP2
EGFR,CD247
CD247,HLA-DRA
CD247,PTK2B
GNB1,CD247
CD247,SLC9A3
CD247,TRAC
CD247,PRRT2
CD247,GNAI2
CD247,GNAI3
CD247,GNAI1
CD247,LAT
CD247,CBL
CD247,PAG1
CD247,NOS3
CD247,LCP2
CD247,PLA2G4A
CD247,EGF
GNG2,CD247
CD247,CSK
CD247,BCAR1
CD247,ITK
CD247,LCK
CD4,CD247
CD247,CD80
CD247,CD86
CD247,CD8A
CD247,CD8B
CD247,MAP4K1
TRBC1,AGT
TRBC1,PIK3CA
TRBC1,GRAP2
TRBC1,SPHK1
TRBC1,SH3BP2
TRBC1,FYB
TRBC1,FYN
TRBC1,ZAP70
CALM2,TRBC1
CALM3,TRBC1
CALM1,TRBC1
TRBC1,PTPN11
TRBC1,CD3D
TRBC1,CD3E
TRBC1,CD3G
TRBC1,GNAO1
TRBC1,PTPN6
SRC,TRBC1
TRBC1,PTP4A3
TRBC1,RGS1
TRBC1,CD28
TRBC1,SLA2
TRBC1,IFNG
CAMK2A,TRBC1
TRBC1,DBNL
TRBC1,CSNK1A1
TRBC1,IL2RA
TRBC1,IL2RB
TRBC1,IL2RG
TRBC1,SLC24A2
TRBC1,SLC24A1
TRBC1,PPP3CB
TRBC1,HLA-DRB1
TRBC1,NFATC2
TRBC1,NFATC3
TRBC1,MAP4K1
TRBC1,RASGRP2
EGFR,TRBC1
CD4,TRBC1
TRBC1,GNAZ
TRBC1,CRK
TRBC1,GNAI2
TRBC1,GNAI3
TRBC1,GNAI1
TRBC1,HLA-DRA
TRBC1,CD80
TRBC1,NOS3
TRBC1,CD86
TRBC1,EOMES
MAPK3,TRBC1
TRBC1,PTK2B
TRBC1,PAG1
TRBC1,IL2
TRBC1,EGF
TRBC1,SLC9A3
TRBC1,PTK2
TRBC1,SHC1
TRBC1,CSK
FOS,TRBC1
TRBC1,PRF1
GNB1,TRBC1
TRBC1,PRKCG
TRBC1,PRKCB
TRBC1,PRKCA
TRBC1,CD8A
TRBC1,LCP2
TRBC1,PLA2G4A
TRBC1,CD8B
TRBC1,BCAR1
TRBC1,ITK
TRBC1,TRAC
TRBC1,VAV1
TRBC1,PRKCD
TRBC1,PRRT2
TRBC1,CBL
TRBC1,LCK
GNG2,TRBC1
FKBP1A,TRBC1
TRBC1,LAT
MAPK1,TRBC1
CD80,PIK3CA
CD80,ZAP70
CD80,CD3D
CD80,CD3E
CD80,CD3G
CD80,GAB2
CD80,CD28
CD80,IFNG
CD80,HLA-DRB1
CD80,PRF1
CD80,HLA-DRA
CD80,TRAC
CD80,ITK
CD80,STK39
CD80,LCK
CD4,CD80
CD80,CD8A
CD80,CD8B
FYN,PIK3CA
ITGAV,FYN
FYN,GIT2
FYN,CDC42
FYN,EFNB1
FYN,RELN
FYN,PAK1
FYN,BTK
FYN,PDGFRB
FYN,RASGRP1
FYN,FYB
FYN,VCL
FYN,PIP5K1A
FYN,CHN2
FYN,RAPGEF1
FYN,DAB1
FYN,MS4A2
FYN,EGF
CALM2,FYN
CALM3,FYN
CALM1,FYN
FYN,ARHGEF7
FYN,ARHGEF2
FYN,DCC
FYN,CAPN2
FYN,PAG1
FYN,CDH1
FYN,TRPV6
FYN,BLNK
FYN,NGEF
FYN,ERBB4
FYN,HLA-DRB1
FYN,KRAS
MAPK14,FYN
FYN,TRAC
FYN,PLD2
FYN,SYK
FYN,PTPN11
FYN,PTK2B
FYN,PTPN13
FYN,GRB2
FYN,GRB7
FYN,PIP5K1B
FYN,LAT
FYN,CD3D
FYN,ELMO1
FYN,PAK2
FYN,CD3G
FYN,RASGRP2
FYN,NFATC2
VLDLR,FYN
FYN,DOCK1
FYN,GAB2
FYN,RRAS
FYN,ARFGAP1
FYN,CRK
FYN,PITPNA
FYN,GNAI2
FYN,JUP
FYN,JAK3
FYN,PIK3R1
FYN,JAK1
FYN,ANGPT2
FYN,BMX
FYN,EPHB2
FYN,EPHB1
FYN,CSK
FYN,UNC5B
FYN,UNC5C
FYN,SLA
FYN,NPHS2
FYN,NPHS1
STAT3,FYN
FYN,RHOA
FYN,BCAR1
FYN,PTPN6
FYN,VAV1
FYN,SDC3
FYN,CD3E
VEGFA,FYN
FYN,SNCA
FYN,VAV2
FYN,EPHA7
FYN,EPHA6
FYN,EPHA5
FYN,EPHA4
FYN,EPHA3
FYN,EPHA2
FYN,EPHA1
CD4,FYN
FYN,TRPC3
FYN,PTK2
FYN,ARRB2
MAPK11,FYN
FYN,CTNND1
FYN,ABL1
FYN,SH3GL1
FYN,FCER1G
FYN,TEK
FYN,FCER1A
FYN,S1PR1
FYN,RASA1
MAPK1,FYN
FYN,CASR
FYN,MAPK8
FYN,HRAS
KDR,FYN
SRC,FYN
FYN,EFNA5
EFNA1,FYN
FYN,AGAP2
FYN,CD8A
FYN,ZAP70
FYN,CD8B
FYN,MAPK8IP3
FYN,IL2RB
FYN,ITK
FYN,SOS1
FYN,IL2RG
FYN,PIP5K1C
FYN,NTN1
FYN,LRP8
FYN,DAPP1
FYN,PRRT2
FYN,IL2
FYN,CTTN
FYN,KIRREL
EGFR,FYN
FYN,CTNNB1
FYN,PLCG2
FYN,PLCG1
FYN,MAP2K7
FYN,CBL
FYN,TDGF1
FYN,HLA-DRA
FYN,PTPN21
NRAS,FYN
FYN,DOK1
FYN,PXN
FYN,NRG1
FYN,PRKCH
FYN,PDGFB
ITGB5,FYN
FYN,RAC1
FYN,PRKCA
FYN,PRKCB
FYN,PRKCE
FYN,PRKCD
FYN,PRKCG
GPC1,FYN
IGHE,FYN
FYN,CTNNA1
FYN,ACTN1
FYN,NCK1
FYN,NCK2
FYN,GRIN2B
MAP3K11,FYN
FYN,GRIN2A
FYN,PTPRC
FYN,ARHGAP35
CD86,PIK3CA
CD86,ZAP70
CD86,CD3D
CD86,CD3E
CD86,CD3G
CD86,GAB2
CD86,CD28
CD86,IFNG
CD86,HLA-DRB1
CD86,PRF1
CD86,HLA-DRA
CD86,TRAC
CD86,ITK
CD86,STK39
CD86,LCK
CD4,CD86
CD86,CD8A
CD86,CD8B
EOMES,CD3D
EOMES,CD3E
EOMES,CD3G
EOMES,IFNG
EOMES,JAK2
EOMES,TRAC
EOMES,IL12RB2
EOMES,IL12B
EOMES,IL12A
EOMES,IL12RB1
EOMES,PRF1
EOMES,CD8A
EOMES,TYK2
EOMES,CD8B
GRAP2,PIK3CA
GRAP2,CRKL
GRAP2,BRK1
AKT1,GRAP2
GRAP2,AKT2
GRAP2,AKT3
GRAP2,GSN
CALM2,GRAP2
CALM3,GRAP2
CALM1,GRAP2
GRAP2,ARHGEF4
MAP3K1,GRAP2
GRAP2,MAP3K7
GRAP2,SHC1
GRAP2,HLA-DRB1
GRAP2,DBNL
GRAP2,KRAS
GRAP2,INPP5D
GRAP2,SGK1
GRAP2,CHN2
CSF2,GRAP2
GRAP2,CYTH1
GRAP2,LAT
GRAP2,APC
GRAP2,CD3D
GRAP2,CD3E
GRAP2,CD3G
GRAP2,CSF2RB
GRAP2,NFATC2
GRAP2,CSF2RA
GRAP2,HRAS
GRAP2,GAB1
GRAP2,RRAS
GRAP2,ARFGAP1
GRAP2,CRK
GRAP2,PITPNA
GRAP2,NCKAP1
GRAP2,TRAC
GRAP2,JAK2
GRAP2,VAV1
GRAP2,VAV2
GRAP2,CBL
GRAP2,LCK
GRAP2,BTK
GRAP2,RASGRP2
CD4,GRAP2
GRAP2,TRPC3
GRAP2,RASGRP1
GRAP2,WASF2
GRAP2,ARF6
GRAP2,ADAP1
GRAP2,MTOR
GRAP2,CD8A
GRAP2,CD8B
GRAP2,WAS
GRAP2,ITK
GRAP2,SOS1
GRAP2,PIP5K1C
GRAP2,PIP5K1B
GRAP2,PIP5K1A
GRAP2,PRRT2
GRAP2,CDC42
GRAP2,MAP4K1
GRAP2,CYFIP2
GRAP2,PLCG1
GRAP2,EPS8
GRAP2,FYB
GRAP2,HLA-DRA
GRAP2,ARAP3
GRAP2,WASF1
GRAP2,INPPL1
NRAS,GRAP2
GRAP2,DOK1
GRAP2,ZAP70
GRAP2,PRKCH
GRAP2,RAC1
GRAP2,PRKCA
GRAP2,PRKCB
GRAP2,PRKCE
GRAP2,PRKCD
GRAP2,PRKCG
GRAP2,LCP2
GRAP2,CYTH3
GRAP2,CYTH2
GRAP2,NCK1
GRAP2,ABI2
GRAP2,ABI1
GRAP2,PDPK1
ZAP70,AGT
ZAP70,SPHK1
ZAP70,SH3BP2
ZAP70,BTK
ZAP70,RASGRP1
ZAP70,CHN2
ZAP70,EGF
CALM2,ZAP70
CALM3,ZAP70
CALM1,ZAP70
ZAP70,FGR
ZAP70,PTP4A3
ZAP70,LYN
ZAP70,BLNK
ZAP70,CD28
ZAP70,SHC1
ZAP70,HLA-DRB1
CAMK2A,ZAP70
ZAP70,KRAS
ZAP70,DBNL
ZAP70,PTK2B
FKBP1A,ZAP70
ZAP70,LAT
ZAP70,CD3D
ZAP70,CD3E
ZAP70,CD3G
ZAP70,RASGRP2
ZAP70,NFATC2
ZAP70,NFATC3
ZAP70,RRAS
ZAP70,ARFGAP1
ZAP70,CRK
ZAP70,PITPNA
ZAP70,SLC9A3
ZAP70,CSK
ZAP70,SLC24A2
ZAP70,BLK
ZAP70,HCK
ZAP70,BCAR1
ZAP70,PTPN6
ZAP70,CSNK1A1
ZAP70,VAV1
ZAP70,CBL
ZAP70,LCK
ZAP70,PAG1
CD4,ZAP70
ZAP70,TRPC3
ZAP70,SLA2
MAPK3,ZAP70
MAPK1,ZAP70
ZAP70,HRAS
SRC,ZAP70
ZAP70,CD8A
ZAP70,CD8B
ZAP70,ITK
ZAP70,TRAC
ZAP70,PIP5K1C
ZAP70,PIP5K1B
ZAP70,PIP5K1A
ZAP70,PRRT2
ZAP70,MAP4K1
ZAP70,PTK2
EGFR,ZAP70
ZAP70,PLCG2
ZAP70,PLCG1
ZAP70,YES1
ZAP70,HLA-DRA
NRAS,ZAP70
ZAP70,PRKCH
ZAP70,NOS3
ZAP70,PRKCA
ZAP70,PRKCB
ZAP70,PRKCE
ZAP70,PRKCD
ZAP70,PRKCG
ZAP70,SLC24A1
ZAP70,LCP2
ZAP70,PLA2G4A
ZAP70,PPP3CB
PAG1,PDGFRB
PAG1,PTPN11
PAG1,CD3D
PAG1,CD3E
PAG1,CD3G
PAG1,CD79B
PAG1,BCR
PAG1,CD79A
PAG1,HLA-DRB1
PAG1,LYN
PAG1,HLA-DRA
PAG1,TRAC
BCL6,PAG1
CD4,PAG1
PAG1,PDGFB
PAG1,CSK
PAG1,CD8A
PAG1,CD8B
PAG1,LCK
CD28,PIK3CA
CD28,CD3D
CD28,CD3E
CD28,CD3G
CD28,GAB2
CD4,CD28
CD28,CD8A
CD28,HLA-DRA
CD28,IFNG
CD28,HLA-DRB1
CD28,PRF1
CD28,CD8B
CD28,ITK
CD28,TRAC
CD28,STK39
CD28,LCK
SHC1,PIK3CA
SHC1,PIK3CG
SHC1,UGCG
SHC1,ITGA6
SHC1,PIK3CB
SHC1,ARF6
SHC1,BRK1
SHC1,EFNB1
SHC1,APC
SHC1,IGF1
SHC1,BTK
SHC1,PDGFRB
SHC1,PDGFRA
TGFBR2,SHC1
TGFBR1,SHC1
SHC1,NTF3
SHC1,NTF4
SHC1,RAC1
SHC1,CYTH1
SHC1,CYTH2
CREB1,SHC1
SHC1,PTPN11
SHC1,CD3D
SHC1,CD3E
SHC1,CD3G
SHC1,CSF2RB
SHC1,CSF2RA
SHC1,GAB2
SHC1,GAB1
SHC1,PTPN2
SHC1,PTPN1
SHC1,VEGFC
SHC1,CD79B
SHC1,BCR
SHC1,CD79A
SRC,SHC1
SHC1,NTRK1
SHC1,NTRK2
SHC1,NTRK3
SHC1,BLNK
SHC1,KRAS
SHC1,NCKAP1
SHC1,GRB2
SHC1,IL4R
SHC1,RHOA
MAPK14,SHC1
MAPK11,SHC1
SHC1,TEK
SHC1,FCER1A
SHC1,SOS1
SHC1,DAPP1
SHC1,IL3RA
SHC1,DLG4
SHC1,IGF1R
SHC1,JAK2
SHC1,JAK1
SHC1,INS
SHC1,IL2RA
SHC1,IL2RB
SHC1,IL2RG
SHC1,EPS8
SHC1,HLA-DRB1
KITLG,SHC1
SHC1,ANGPT1
SHC1,FCER1G
SHC1,SMPD1
SHC1,FLT4
SHC1,IRS1
SHC1,INPPL1
SHC1,PRKCD
SHC1,PRKCZ
SHC1,ERBB2
SHC1,ERBB3
EPO,SHC1
SHC1,AKT3
SHC1,BDNF
SHC1,MS4A2
SHC1,EGF
SHC1,GSN
SHC1,LYN
SHC1,ERBB4
SHC1,FGFR2
SHC1,FGFR3
SHC1,INPP5D
AKT1,SHC1
SHC1,SYK
SHC1,GRB10
SHC1,ARHGEF4
SHC1,AKT2
CSF2,SHC1
KIT,SHC1
SHC1,PTEN
GNG2,SHC1
SHC1,PLEKHA1
SHC1,PLEKHA2
SHC1,LAT
SHC1,NGF
SHC1,FRS2
SHC1,PITPNA
SHC1,TRAC
SHC1,PIK3R6
SHC1,JAK3
SHC1,PIK3R1
SHC1,GFRA1
SHC1,FIGF
SHC1,EPHB1
SHC1,EPOR
ESR1,SHC1
SHC1,VAV1
SHC1,SDC2
SHC1,VAV2
SHC1,CBL
SHC1,LCK
SHC1,EFNB2
SHC1,EFNB3
SHC1,MAP2K1
SHC1,EPHA2
SHC1,RET
SHC1,PELP1
CD4,SHC1
SHC1,ADAP1
MAPK3,SHC1
MAPK1,SHC1
CCND3,SHC1
SHC1,MAPK8
SHC1,MAPK9
SHC1,HRAS
GNB1,SHC1
EFNA1,SHC1
SHC1,CD8A
SHC1,CD8B
SHC1,ITK
SHC1,SGK1
SHC1,PIP5K1C
SHC1,PIP5K1B
SHC1,PIP5K1A
MET,SHC1
SHC1,IL4
SHC1,IL2
SHC1,IL3
SHC1,PRKD1
TGFB1,SHC1
SHC1,IKZF3
TGFB3,SHC1
SHC1,SGMS1
SHC1,CYFIP2
EGFR,SHC1
SHC1,MAP2K2
SHC1,INSR
SHC1,NGFR
SHC1,YWHAZ
SHC1,HLA-DRA
SHC1,ARAP3
SHC1,WASF1
SHC1,SLC9A3R2
SHC1,SLC9A3R1
NRAS,SHC1
SHC1,DOK1
SHC1,NRG1
SHC1,PDGFB
SHC1,ITGB4
IGHE,SHC1
SHC1,PDPK1
HGF,SHC1
SHC1,LCP2
SHC1,CYTH3
SHC1,RASA1
SHC1,WASF2
SHC1,ABI2
SHC1,ABI1
SHC1,GDNF
SHC1,MTOR
BCL6,SHC1
CSK,CD3D
CSK,CD3E
CSK,CD3G
CSK,CD79B
CSK,BCR
CSK,CD79A
SRC,CSK
CSK,HLA-DRB1
CSK,LYN
CSK,BLK
CSK,HCK
CSK,HLA-DRA
CSK,TRAC
CSK,YES1
BCL6,CSK
CSK,FCGR2B
CSK,RASA1
CSK,FGR
CD4,CSK
CSK,DOK1
CSK,CD8A
CSK,CD8B
CSK,LCK
PRF1,CD3D
PRF1,CD3E
PRF1,CD3G
PRF1,IL2RA
PRF1,IL2RB
PRF1,IL2RG
PRF1,IL2
PRF1,STAT4
PRF1,CD8A
PRF1,CD8B
PRF1,TRAC
PRF1,GZMB
STAT5B,PRF1
STAT5A,PRF1
CD8A,PIK3CA
CD8A,CD3D
CD8A,CD3E
CD8A,CD3G
CD8A,PTPN6
CD8A,IL2RA
CD8A,IL2RB
CD8A,IL2RG
CD8A,IL2
CD8A,VAV1
CD8A,TRAC
CD8A,LAT
CD8A,CBL
CD8A,LCP2
CD8A,LCK
CD8A,CD8B
LCP2,PIK3CA
LCP2,ARF6
LCP2,CDC42
LCP2,BRK1
LCP2,APC
LCP2,BTK
LCP2,RASGRP1
LCP2,FYB
LCP2,RAC1
LCP2,CYTH1
LCP2,CYTH2
CALM2,LCP2
CALM3,LCP2
CALM1,LCP2
LCP2,CD3D
LCP2,CD3E
LCP2,CD3G
LCP2,CSF2RB
LCP2,CSF2RA
LCP2,GAB1
LCP2,GIT1
LCP2,KRAS
LCP2,NCKAP1
LCP2,GRB2
LCP2,FCER1A
LCP2,SOS1
LCP2,DBNL
LCP2,JAK2
LCP2,PLCG1
LCP2,EPS8
LCP2,HLA-DRB1
LCP2,NFATC2
LCP2,GAD1
LCP2,FCER1G
LCP2,CRK
LCP2,INPPL1
LCP2,PRKCH
LCP2,PRKCA
LCP2,PRKCB
LCP2,PRKCE
LCP2,PRKCD
LCP2,PRKCG
MAP3K1,LCP2
LCP2,MAP3K7
LCP2,INPP5D
LCP2,WAS
LCP2,MS4A2
LCP2,VAV1
LCP2,VAV2
LCP2,PITPNA
NRAS,LCP2
LCP2,PDPK1
LCP2,CRKL
LCP2,RASGRP2
LCP2,HLA-DRA
LCP2,ARHGEF4
LCP2,TRPC3
CSF2,LCP2
LCP2,RRAS
LCP2,ARFGAP1
LCP2,PIP5K1C
LCP2,PIP5K1B
LCP2,PIP5K1A
LCP2,ABI2
LCP2,ABI1
LCP2,CHN2
LCP2,CYTH3
LCP2,TRAC
LCP2,PRRT2
LCP2,CYFIP2
LCP2,WASF1
LCP2,WASF2
AKT1,LCP2
LCP2,AKT2
LCP2,AKT3
LCP2,LAT
LCP2,CBL
IGHE,LCP2
LCP2,LAT2
LCP2,GSN
LCP2,LCK
CD4,LCP2
LCP2,ADAP1
LCP2,HRAS
LCP2,MTOR
LCP2,CD8B
LCP2,ITK
LCP2,SGK1
LCP2,MAP4K1
LCP2,ARAP3
LCP2,DOK1
LCP2,NCK1
CD8B,PIK3CA
CD8B,CD3D
CD8B,CD3E
CD8B,CD3G
CD8B,PTPN6
CD8B,IL2RA
CD8B,IL2RB
CD8B,IL2RG
CD8B,IL2
CD8B,VAV1
CD8B,TRAC
CD8B,LAT
CD8B,CBL
CD8B,LCK
PTPN6,PIK3CA
PTPN6,SH3BP2
PTPN6,CD3D
PTPN6,CD3E
PTPN6,CD3G
PTPN6,CD72
CD4,PTPN6
EPO,PTPN6
KIT,PTPN6
PTPN6,CD79B
PTPN6,BCR
PTPN6,CD79A
PTPN6,STAT6
PTPN6,HLA-DRA
PTPN6,JAK2
PTPN6,JAK3
PTPN6,PIK3R1
CXCR4,PTPN6
PTPN6,LYN
PTPN6,JAK1
KDR,PTPN6
PTPN6,IL4R
PTPN6,CD22
PTPN6,HLA-DRB1
GNB1,PTPN6
VEGFA,PTPN6
KITLG,PTPN6
CXCL12,PTPN6
PTPN6,EPOR
PTPN6,CTNNB1
PTPN6,TRAC
PTPN6,SOCS3
PTPN6,IL2RG
PTPN6,SYK
PTPN6,LCK
PTPN6,IL4
GNG2,PTPN6
BCL6,PTPN6
IL2RA,PIK3CA
IL2RA,UGCG
IL2RA,ARF6
IL2RA,BRK1
IL2RA,APC
IL2RA,FOXP3
IL2RA,BTK
IL2RA,RAC1
IL2RA,CYTH1
IL2RA,CYTH2
IL2RA,PTPN11
IL2RA,CD3D
IL2RA,CD3E
IL2RA,CD3G
IL2RA,CSF2RB
IL2RA,CSF2RA
IL2RA,GAB2
IL2RA,GAB1
IL2RA,SOCS1
IL2RA,KRAS
IL2RA,SOCS3
IL2RA,NCKAP1
IL2RA,GRB2
IL2RA,RHOA
MAPK14,IL2RA
MAPK11,IL2RA
IL2RA,SOS1
IL2RA,JAK2
IL2RA,JAK1
IL2RA,TNFRSF4
IL2RA,CISH
AKT1,IL2RA
IL2RA,AKT2
IL2RA,AKT3
IL2RA,GSN
IL2RA,ARHGEF4
MYC,IL2RA
IL2RA,TNFRSF9
IL2RA,INPP5D
IL2RA,SGK1
IL2RA,SYK
IL2RA,PTK2B
CSF2,IL2RA
CCND3,IL2RA
IL2RA,STAM
IL2RA,PITPNA
IL2RA,TRAC
IL2RA,JAK3
IL2RA,PIK3R1
FOS,IL2RA
IL2RA,GZMB
IL2RA,VAV2
IL2RA,LCK
IL2RA,NFATC1
IL2RA,NFATC2
IL2RA,NFATC3
IL2RA,SMPD1
IL2RA,IKZF3
IL2RA,STAT4
STAT3,IL2RA
IL2RA,STAT1
IL2RA,ADAP1
MAPK3,IL2RA
MAPK1,IL2RA
IL2RA,MAPK8
IL2RA,MAPK9
IL2RA,HRAS
IL2RA,MTOR
IL2RA,IL2RB
IL2RA,ITK
IL2RA,IL2RG
IL2RA,PIP5K1C
IL2RA,PIP5K1B
IL2RA,PIP5K1A
IL2RA,IRS1
IL2RA,IRS2
STAT5B,IL2RA
STAT5A,IL2RA
IL2RA,IL2
IL2RA,EPS8
IL2RA,CYFIP2
IL2RA,MAP2K2
IL2RA,MAP2K1
IL2RA,SGMS1
IL2RA,ELF1
IL2RA,ARAP3
IL2RA,WASF1
IL2RA,INPPL1
IL2RA,STAM2
NRAS,IL2RA
IL2RA,DOK2
IL2RA,DOK1
IL2RA,TNFRSF18
IL2RA,PRKCE
IL2RA,PRKCZ
IL2RA,CYTH3
IL2RA,WASF2
IL2RA,ABI2
IL2RA,ABI1
CREBBP,IL2RA
IL2RA,PDPK1
IL2RB,PIK3CA
IL2RB,UGCG
IL2RB,ARF6
IL2RB,BRK1
IL2RB,APC
IL2RB,BTK
IL2RB,RAC1
IL2RB,CYTH1
IL2RB,CYTH2
IL2RB,PTPN11
IL2RB,CD3D
IL2RB,CD3E
IL2RB,CD3G
IL2RB,CSF2RB
IL2RB,CSF2RA
IL2RB,GAB2
IL2RB,GAB1
IL2RB,SOCS1
IL2RB,KRAS
IL2RB,SOCS3
IL2RB,SOCS2
IL2RB,NCKAP1
IL2RB,GRB2
IL2RB,RHOA
MAPK14,IL2RB
MAPK11,IL2RB
IL2RB,SOS1
IL2RB,JAK2
IL2RB,JAK1
IL2RB,TNFRSF4
IL2RB,CISH
IL2RB,BCL2L1
AKT1,IL2RB
IL2RB,AKT2
IL2RB,AKT3
IL2RB,GSN
IL2RB,ARHGEF4
MYC,IL2RB
IL2RB,TNFRSF9
IL2RB,INPP5D
IL2RB,SGK1
IL2RB,SYK
IL2RB,PTK2B
CSF2,IL2RB
CCND3,IL2RB
IL2RB,STAM
IL2RB,PITPNA
IL2RB,TRAC
IL2RB,JAK3
IL2RB,PIK3R1
IL2RB,GZMB
IL2RB,VAV2
IL2RB,LCK
IL2RB,SMPD1
IL2RB,IKZF3
